pints_sha,date_time,seed,kld,mean-ess
unknown-1619474001,2021-04-26T22:53:21,1619474001,1.2205740118485906,16.90322218020361
unknown-1619474001,2021-04-26T22:53:21,1619474002,1.5372672150898845,27.69366882300721
unknown-1619474001,2021-04-26T22:53:21,1619474003,1.006474464394286,14.74711650557741
unknown-1619474001,2021-04-26T22:53:21,1619474004,1.70426718646761,20.86570434753504
unknown-1619474001,2021-04-26T22:53:21,1619474005,1.5512705220190823,20.78598323156181
unknown-1619475355,2021-04-26T23:15:55,1619475355,1.6417103234027084,41.22313884379032
unknown-1619475355,2021-04-26T23:15:55,1619475356,1.3561875778688703,25.99612538465099
unknown-1619475355,2021-04-26T23:15:55,1619475357,1.686986841508031,29.66702332952558
unknown-1619475355,2021-04-26T23:15:55,1619475358,1.1914488334909428,18.03980828410311
unknown-1619475355,2021-04-26T23:15:55,1619475359,1.7956842531842572,16.534529673710992
ac0bf23f22ab042ba95c41a5a8607f3bd69b238e,2021-04-26T22:21:20,1619475680,1.6409627457551317,24.39785783022844
ac0bf23f22ab042ba95c41a5a8607f3bd69b238e,2021-04-26T22:21:20,1619475681,1.813019668633428,48.46383179295981
ac0bf23f22ab042ba95c41a5a8607f3bd69b238e,2021-04-26T22:21:20,1619475682,1.0839682836355826,18.33125950331156
ac0bf23f22ab042ba95c41a5a8607f3bd69b238e,2021-04-26T22:21:20,1619475683,2.167928437724999,65.5669374756535
ac0bf23f22ab042ba95c41a5a8607f3bd69b238e,2021-04-26T22:21:20,1619475684,1.72672413936224,14.00578256797438
e580c62bead03ab25bc5b4608470d48348c5197b,2021-05-04T08:55:13,1620118513,1.7625990553189106,19.355183429155662
e580c62bead03ab25bc5b4608470d48348c5197b,2021-05-04T08:55:13,1620118514,1.0883674903360414,8.785136157332726
e580c62bead03ab25bc5b4608470d48348c5197b,2021-05-04T08:55:13,1620118515,0.9267420283749525,10.50302393314586
e580c62bead03ab25bc5b4608470d48348c5197b,2021-05-04T08:55:13,1620118516,1.5707086723989605,20.05185359478889
e580c62bead03ab25bc5b4608470d48348c5197b,2021-05-04T08:55:13,1620118517,0.9131549141974866,11.878440005431884
7a7d9abc5f3b9d23604ed4ed86869d723a7e125c,2021-05-04T13:06:57,1620133617,1.6594820984716074,27.1389976035042
7a7d9abc5f3b9d23604ed4ed86869d723a7e125c,2021-05-04T13:06:57,1620133618,1.8394279098026884,40.25242292066686
7a7d9abc5f3b9d23604ed4ed86869d723a7e125c,2021-05-04T13:06:57,1620133619,1.754676893936464,44.12060370753748
7a7d9abc5f3b9d23604ed4ed86869d723a7e125c,2021-05-04T13:06:57,1620133620,1.5392907702176868,20.358823615330262
7a7d9abc5f3b9d23604ed4ed86869d723a7e125c,2021-05-04T13:06:57,1620133621,1.8976931737887668,50.23853549580785
81436e0d890ec671c85042ada31997e4a8d698ab,2021-05-04T22:04:41,1620165881,1.4157018595749085,28.66099650571506
81436e0d890ec671c85042ada31997e4a8d698ab,2021-05-04T22:04:41,1620165882,1.6322188338809394,34.147638225367174
81436e0d890ec671c85042ada31997e4a8d698ab,2021-05-04T22:04:41,1620165883,1.9246555617726377,16.50932548260355
81436e0d890ec671c85042ada31997e4a8d698ab,2021-05-04T22:04:41,1620165884,1.6990048850615462,38.62432076875859
81436e0d890ec671c85042ada31997e4a8d698ab,2021-05-04T22:04:41,1620165885,1.7769263998263791,16.751082921626615
